peer,KPI,sort,Product,Hierarchy1,average,Value,Rank,last,group,Code
All products,Time to Market,3,Datavault Builder,,5.880619957,10,1,,2,
All products,Time to Market,3,Alation Data Catalog,,5.880619957,6.479651163,8,,2,
All products,Time to Market,3,Amazon RedShift,,5.880619957,6.737827035,7,,2,
All products,Time to Market,3,AnalyticsCreator,,5.880619957,9.125656414,2,,2,
All products,Time to Market,3,Collibra Data Catalog,,5.880619957,5.552325581,10,,2,
All products,Time to Market,3,dataspot.,,5.880619957,8.883295519,3,,2,
All products,Time to Market,3,Exasol Database,,5.880619957,8.29539356,4,,2,
All products,Time to Market,3,Google BigQuery,,5.880619957,4.603924419,17,,2,
All products,Time to Market,3,Informatica EDC,,5.880619957,4.945348837,13,,2,
All products,Time to Market,3,MS Azure Data Factory,,5.880619957,5.102713178,12,,2,
All products,Time to Market,3,MS SQL Server,,5.880619957,4.655655391,16,,2,
All products,Time to Market,3,MS SSIS,,5.880619957,4.768313953,15,,2,
All products,Time to Market,3,Oracle Data Integrator,,5.880619957,5.410065407,11,,2,
All products,Time to Market,3,Oracle Database,,5.880619957,1,20,,2,
All products,Time to Market,3,SAP BW on HANA,,5.880619957,2.466860465,19,,2,
All products,Time to Market,3,SAP BW/4HANA,,5.880619957,4.315891473,18,,2,
All products,Time to Market,3,SAP HANA,,5.880619957,4.768313953,14,,2,
All products,Time to Market,3,Snowflake CDP,,5.880619957,7.069767442,6,,2,
All products,Time to Market,3,Synabi D-QUANTUM,,5.880619957,7.069767442,5,,2,
All products,Time to Market,3,TimeXtender,,5.880619957,6.361627907,9,,2,
All products,Recommendation,4,Datavault Builder,,6.258973883,10,1,,2,
All products,Recommendation,4,Alation Data Catalog,,6.258973883,8.691154423,5,,2,
All products,Recommendation,4,Amazon RedShift,,6.258973883,7.60326087,6,,2,
All products,Recommendation,4,AnalyticsCreator,,6.258973883,9.330995792,4,,2,
All products,Recommendation,4,Collibra Data Catalog,,6.258973883,3.934782609,15,,2,
All products,Recommendation,4,dataspot.,,6.258973883,9.49213691,3,,2,
All products,Recommendation,4,Exasol Database,,6.258973883,10,1,,2,
All products,Recommendation,4,Google BigQuery,,6.258973883,4.408134642,13,,2,
All products,Recommendation,4,Informatica EDC,,6.258973883,5.695652174,10,,2,
All products,Recommendation,4,MS Azure Data Factory,,6.258973883,3.650771388,16,,2,
All products,Recommendation,4,MS SQL Server,,6.258973883,5.421230943,11,,2,
All products,Recommendation,4,MS SSIS,,6.258973883,3.567934783,18,,2,
All products,Recommendation,4,Oracle Data Integrator,,6.258973883,1,20,,2,
All products,Recommendation,4,Oracle Database,,6.258973883,3.134387352,19,,2,
All products,Recommendation,4,SAP BW on HANA,,6.258973883,3.650771388,17,,2,
All products,Recommendation,4,SAP BW/4HANA,,6.258973883,6.47826087,9,,2,
All products,Recommendation,4,SAP HANA,,6.258973883,5.304347826,12,,2,
All products,Recommendation,4,Snowflake CDP,,6.258973883,6.869565217,8,,2,
All products,Recommendation,4,Synabi D-QUANTUM,,6.258973883,7.236413043,7,,2,
All products,Recommendation,4,TimeXtender,,6.258973883,9.709677419,2,,2,
All products,Product Satisfaction,5,Datavault Builder,,6.080295961,9.539177657,3,,2,
All products,Product Satisfaction,5,Alation Data Catalog,,6.080295961,7.004654771,9,,2,
All products,Product Satisfaction,5,Amazon RedShift,,6.080295961,7.508679209,7,,2,
All products,Product Satisfaction,5,AnalyticsCreator,,6.080295961,9.829049776,2,,2,
All products,Product Satisfaction,5,Collibra Data Catalog,,6.080295961,5.56458495,12,,2,
All products,Product Satisfaction,5,dataspot.,,6.080295961,9.164759503,4,,2,
All products,Product Satisfaction,5,Exasol Database,,6.080295961,10,1,,2,
All products,Product Satisfaction,5,Google BigQuery,,6.080295961,6.038414375,10,,2,
All products,Product Satisfaction,5,Informatica EDC,,6.080295961,5.391776571,13,,2,
All products,Product Satisfaction,5,MS Azure Data Factory,,6.080295961,4.470131885,15,,2,
All products,Product Satisfaction,5,MS SQL Server,,6.080295961,5.149395988,14,,2,
All products,Product Satisfaction,5,MS SSIS,,6.080295961,3.188469744,17,,2,
All products,Product Satisfaction,5,Oracle Data Integrator,,6.080295961,3.62049069,16,,2,
All products,Product Satisfaction,5,Oracle Database,,6.080295961,1,20,,2,
All products,Product Satisfaction,5,SAP BW on HANA,,6.080295961,2.247778973,18,,2,
All products,Product Satisfaction,5,SAP BW/4HANA,,6.080295961,5.622187742,11,,2,
All products,Product Satisfaction,5,SAP HANA,,6.080295961,1.397982933,19,,2,
All products,Product Satisfaction,5,Snowflake CDP,,6.080295961,8.422569672,6,,2,
All products,Product Satisfaction,5,Synabi D-QUANTUM,,6.080295961,7.508679209,8,,2,
All products,Product Satisfaction,5,TimeXtender,,6.080295961,8.937135564,5,,2,
All products,Support Quality,6,Datavault Builder,,6.518040442,10,1,,2,
All products,Support Quality,6,Alation Data Catalog,,6.518040442,6.856394914,8,,2,
All products,Support Quality,6,Amazon RedShift,,6.518040442,6.732984293,10,,2,
All products,Support Quality,6,AnalyticsCreator,,6.518040442,9.094071947,4,,2,
All products,Support Quality,6,Collibra Data Catalog,,6.518040442,5.947643979,12,,2,
All products,Support Quality,6,dataspot.,,6.518040442,9.406483235,2,,2,
All products,Support Quality,6,Exasol Database,,6.518040442,8.336161762,6,,2,
All products,Support Quality,6,Google BigQuery,,6.518040442,1,20,,2,
All products,Support Quality,6,Informatica EDC,,6.518040442,6.795811518,9,,2,
All products,Support Quality,6,MS Azure Data Factory,,6.518040442,5.712041885,13,,2,
All products,Support Quality,6,MS SQL Server,,6.518040442,4.887434555,18,,2,
All products,Support Quality,6,MS SSIS,,6.518040442,5.358638743,14,,2,
All products,Support Quality,6,Oracle Data Integrator,,6.518040442,2.678664921,19,,2,
All products,Support Quality,6,Oracle Database,,6.518040442,5.313955588,15,,2,
All products,Support Quality,6,SAP BW on HANA,,6.518040442,5.216465066,16,,2,
All products,Support Quality,6,SAP BW/4HANA,,6.518040442,6.628272251,11,,2,
All products,Support Quality,6,SAP HANA,,6.518040442,4.910994764,17,,2,
All products,Support Quality,6,Snowflake CDP,,6.518040442,7.796214257,7,,2,
All products,Support Quality,6,Synabi D-QUANTUM,,6.518040442,9.216623037,3,,2,
All products,Support Quality,6,TimeXtender,,6.518040442,8.471952132,5,,2,
All products,Customer Experience,7,Datavault Builder,,5.318704937,6.875326963,6,,1,
All products,Customer Experience,7,Alation Data Catalog,,5.318704937,6.271651931,7,,1,
All products,Customer Experience,7,Amazon RedShift,,5.318704937,7.085258672,4,,1,
All products,Customer Experience,7,AnalyticsCreator,,5.318704937,7.816989796,3,,1,
All products,Customer Experience,7,Collibra Data Catalog,,5.318704937,4.716786216,12,,1,
All products,Customer Experience,7,dataspot.,,5.318704937,8.662098718,2,,1,
All products,Customer Experience,7,Exasol Database,,5.318704937,9.156408308,1,,1,
All products,Customer Experience,7,Google BigQuery,,5.318704937,4.417592307,13,,1,
All products,Customer Experience,7,Informatica EDC,,5.318704937,4.77664407,11,,1,
All products,Customer Experience,7,MS Azure Data Factory,,5.318704937,3.141890803,16,,1,
All products,Customer Experience,7,MS SQL Server,,5.318704937,4.163909117,15,,1,
All products,Customer Experience,7,MS SSIS,,5.318704937,2.879430926,17,,1,
All products,Customer Experience,7,Oracle Data Integrator,,5.318704937,2.744029073,18,,1,
All products,Customer Experience,7,Oracle Database,,5.318704937,4.327934671,14,,1,
All products,Customer Experience,7,SAP BW on HANA,,5.318704937,2.449479556,19,,1,
All products,Customer Experience,7,SAP BW/4HANA,,5.318704937,6.045507285,8,,1,
All products,Customer Experience,7,SAP HANA,,5.318704937,2.288553805,20,,1,
All products,Customer Experience,7,Snowflake CDP,,5.318704937,6.889447497,5,,1,
All products,Customer Experience,7,Synabi D-QUANTUM,,5.318704937,5.887612554,9,,1,
All products,Customer Experience,7,TimeXtender,,5.318704937,5.777546467,10,,1,
All products,Performance,8,Datavault Builder,,4.137030081,4.139534884,9,,2,
All products,Performance,8,Alation Data Catalog,,4.137030081,4.782392027,7,,2,
All products,Performance,8,Amazon RedShift,,4.137030081,5.343023256,6,,2,
All products,Performance,8,AnalyticsCreator,,4.137030081,5.773443361,5,,2,
All products,Performance,8,Collibra Data Catalog,,4.137030081,2.764119601,14,,2,
All products,Performance,8,dataspot.,,4.137030081,7.630875804,2,,2,
All products,Performance,8,Exasol Database,,4.137030081,10,1,,2,
All products,Performance,8,Google BigQuery,,4.137030081,4.760690173,8,,2,
All products,Performance,8,Informatica EDC,,4.137030081,3.860465116,10,,2,
All products,Performance,8,MS Azure Data Factory,,4.137030081,1,20,,2,
All products,Performance,8,MS SQL Server,,4.137030081,2.8,13,,2,
All products,Performance,8,MS SSIS,,4.137030081,1.51987997,19,,2,
All products,Performance,8,Oracle Data Integrator,,4.137030081,2.399709302,15,,2,
All products,Performance,8,Oracle Database,,4.137030081,3.416490486,11,,2,
All products,Performance,8,SAP BW on HANA,,4.137030081,2.255813953,17,,2,
All products,Performance,8,SAP BW/4HANA,,4.137030081,6.023255814,4,,2,
All products,Performance,8,SAP HANA,,4.137030081,2.255813953,17,,2,
All products,Performance,8,Snowflake CDP,,4.137030081,6.731663685,3,,2,
All products,Performance,8,Synabi D-QUANTUM,,4.137030081,2.399709302,16,,2,
All products,Performance,8,TimeXtender,,4.137030081,2.88372093,12,,2,
All products,Platform Reliability,9,Datavault Builder,,5.08356169,1.593908629,18,,2,
All products,Platform Reliability,9,Alation Data Catalog,,5.08356169,6.580130529,4,,2,
All products,Platform Reliability,9,Amazon RedShift,,5.08356169,5.454314721,9,,2,
All products,Platform Reliability,9,AnalyticsCreator,,5.08356169,5.531684952,8,,2,
All products,Platform Reliability,9,Collibra Data Catalog,,5.08356169,6.188542422,6,,2,
All products,Platform Reliability,9,dataspot.,,5.08356169,8.654714332,2,,2,
All products,Platform Reliability,9,Exasol Database,,5.08356169,10,1,,2,
All products,Platform Reliability,9,Google BigQuery,,5.08356169,3.409530047,16,,2,
All products,Platform Reliability,9,Informatica EDC,,5.08356169,3.055837563,17,,2,
All products,Platform Reliability,9,MS Azure Data Factory,,5.08356169,1.543497287,19,,2,
All products,Platform Reliability,9,MS SQL Server,,5.08356169,3.796679929,15,,2,
All products,Platform Reliability,9,MS SSIS,,5.08356169,4.517766497,13,,2,
All products,Platform Reliability,9,Oracle Data Integrator,,5.08356169,1,20,,2,
All products,Platform Reliability,9,Oracle Database,,5.08356169,5.381633595,10,,2,
All products,Platform Reliability,9,SAP BW on HANA,,5.08356169,4.4706075,14,,2,
All products,Platform Reliability,9,SAP BW/4HANA,,5.08356169,6.345177665,5,,2,
All products,Platform Reliability,9,SAP HANA,,5.08356169,4.883248731,12,,2,
All products,Platform Reliability,9,Snowflake CDP,,5.08356169,8.538071066,3,,2,
All products,Platform Reliability,9,Synabi D-QUANTUM,,5.08356169,5.111675127,11,,2,
All products,Platform Reliability,9,TimeXtender,,5.08356169,5.614213198,7,,2,
All products,Developer Efficiency,10,Datavault Builder,,5.202694083,9.127155172,2,,2,
All products,Developer Efficiency,10,Alation Data Catalog,,5.202694083,5.21875,9,,2,
All products,Developer Efficiency,10,Amazon RedShift,,5.202694083,7.3984375,6,,2,
All products,Developer Efficiency,10,AnalyticsCreator,,5.202694083,10,1,,2,
All products,Developer Efficiency,10,Collibra Data Catalog,,5.202694083,5.21875,12,,2,
All products,Developer Efficiency,10,dataspot.,,5.202694083,8.430921053,4,,2,
All products,Developer Efficiency,10,Exasol Database,,5.202694083,8.770833333,3,,2,
All products,Developer Efficiency,10,Google BigQuery,,5.202694083,1.84375,18,,2,
All products,Developer Efficiency,10,Informatica EDC,,5.202694083,6.30859375,7,,2,
All products,Developer Efficiency,10,MS Azure Data Factory,,5.202694083,3.184375,15,,2,
All products,Developer Efficiency,10,MS SQL Server,,5.202694083,3.973214286,13,,2,
All products,Developer Efficiency,10,MS SSIS,,5.202694083,1,20,,2,
All products,Developer Efficiency,10,Oracle Data Integrator,,5.202694083,2.221679688,17,,2,
All products,Developer Efficiency,10,Oracle Database,,5.202694083,3.583984375,14,,2,
All products,Developer Efficiency,10,SAP BW on HANA,,5.202694083,1.5625,19,,2,
All products,Developer Efficiency,10,SAP BW/4HANA,,5.202694083,5.21875,10,,2,
All products,Developer Efficiency,10,SAP HANA,,5.202694083,2.3125,16,,2,
All products,Developer Efficiency,10,Snowflake CDP,,5.202694083,5.21875,10,,2,
All products,Developer Efficiency,10,Synabi D-QUANTUM,,5.202694083,7.3984375,5,,2,
All products,Developer Efficiency,10,TimeXtender,,5.202694083,6.0625,8,,2,
All products,Usability,11,Datavault Builder,,6.73396227,10,1,,2,
All products,Usability,11,Alation Data Catalog,,6.73396227,8.659574468,5,,2,
All products,Usability,11,Amazon RedShift,,6.73396227,9.329787234,3,,2,
All products,Usability,11,AnalyticsCreator,,6.73396227,8.820178449,4,,2,
All products,Usability,11,Collibra Data Catalog,,6.73396227,5.431610942,15,,2,
All products,Usability,11,dataspot.,,6.73396227,9.928191489,2,,2,
All products,Usability,11,Exasol Database,,6.73396227,8.276595745,7,,2,
All products,Usability,11,Google BigQuery,,6.73396227,7.152367879,10,,2,
All products,Usability,11,Informatica EDC,,6.73396227,5.021276596,17,,2,
All products,Usability,11,MS Azure Data Factory,,6.73396227,6.040494166,12,,2,
All products,Usability,11,MS SQL Server,,6.73396227,5.90212766,13,,2,
All products,Usability,11,MS SSIS,,6.73396227,5.299245024,16,,2,
All products,Usability,11,Oracle Data Integrator,,6.73396227,4.482712766,18,,2,
All products,Usability,11,Oracle Database,,6.73396227,5.456479691,14,,2,
All products,Usability,11,SAP BW on HANA,,6.73396227,2.519560741,19,,2,
All products,Usability,11,SAP BW/4HANA,,6.73396227,6.744680851,11,,2,
All products,Usability,11,SAP HANA,,6.73396227,1,20,,2,
All products,Usability,11,Snowflake CDP,,6.73396227,7.893617021,9,,2,
All products,Usability,11,Synabi D-QUANTUM,,6.73396227,8.252659574,8,,2,
All products,Usability,11,TimeXtender,,6.73396227,8.468085106,6,,2,
All products,Innovation,12,Datavault Builder,,6.310017643,9.507542942,2,,1,
All products,Innovation,12,Alation Data Catalog,,6.310017643,8.125213059,3,,1,
All products,Innovation,12,Amazon RedShift,,6.310017643,7.872472361,4,,1,
All products,Innovation,12,AnalyticsCreator,,6.310017643,9.980917147,1,,1,
All products,Innovation,12,Collibra Data Catalog,,6.310017643,7.246653874,7,,1,
All products,Innovation,12,dataspot.,,6.310017643,n/a,n/a,,1,
All products,Innovation,12,Exasol Database,,6.310017643,7.842604312,5,,1,
All products,Innovation,12,Google BigQuery,,6.310017643,7.025600965,8,,1,
All products,Innovation,12,Informatica EDC,,6.310017643,6.771850382,9,,1,
All products,Innovation,12,MS Azure Data Factory,,6.310017643,5.957704583,11,,1,
All products,Innovation,12,MS SQL Server,,6.310017643,4.503983893,13,,1,
All products,Innovation,12,MS SSIS,,6.310017643,4.061694616,15,,1,
All products,Innovation,12,Oracle Data Integrator,,6.310017643,n/a,n/a,,1,
All products,Innovation,12,Oracle Database,,6.310017643,3.16191085,16,,1,
All products,Innovation,12,SAP BW on HANA,,6.310017643,1.842943041,17,,1,
All products,Innovation,12,SAP BW/4HANA,,6.310017643,6.126754516,10,,1,
All products,Innovation,12,SAP HANA,,6.310017643,4.116747793,14,,1,
All products,Innovation,12,Snowflake CDP,,6.310017643,n/a,n/a,,1,
All products,Innovation,12,Synabi D-QUANTUM,,6.310017643,5.524110656,12,,1,
All products,Innovation,12,TimeXtender,,6.310017643,7.601594944,6,,1,
All products,Innovation Power,13,Datavault Builder,,6.162951137,10,1,,2,
All products,Innovation Power,13,Alation Data Catalog,,6.162951137,9.52674524,4,,2,
All products,Innovation Power,13,Amazon RedShift,,6.162951137,8.018245694,6,,2,
All products,Innovation Power,13,AnalyticsCreator,,6.162951137,9.961834294,2,,2,
All products,Innovation Power,13,Collibra Data Catalog,,6.162951137,6.450589302,11,,2,
All products,Innovation Power,13,dataspot.,,6.162951137,9.458386219,5,,2,
All products,Innovation Power,13,Exasol Database,,6.162951137,7.642490178,7,,2,
All products,Innovation Power,13,Google BigQuery,,6.162951137,7.633726201,8,,2,
All products,Innovation Power,13,Informatica EDC,,6.162951137,7.397098821,9,,2,
All products,Innovation Power,13,MS Azure Data Factory,,6.162951137,4.883952856,14,,2,
All products,Innovation Power,13,MS SQL Server,,6.162951137,4.42039497,15,,2,
All products,Innovation Power,13,MS SSIS,,6.162951137,1,20,,2,
All products,Innovation Power,13,Oracle Data Integrator,,6.162951137,1.599728015,18,,2,
All products,Innovation Power,13,Oracle Database,,6.162951137,1.392679057,19,,2,
All products,Innovation Power,13,SAP BW on HANA,,6.162951137,2.317497733,17,,2,
All products,Innovation Power,13,SAP BW/4HANA,,6.162951137,6.377780877,12,,2,
All products,Innovation Power,13,SAP HANA,,6.162951137,2.538349955,16,,2,
All products,Innovation Power,13,Snowflake CDP,,6.162951137,9.945393682,3,,2,
All products,Innovation Power,13,Synabi D-QUANTUM,,6.162951137,5.533658205,13,,2,
All products,Innovation Power,13,TimeXtender,,6.162951137,7.160471442,10,,2,
All products,Automation,14,Datavault Builder,,6.605005003,9.015085885,2,,2,
All products,Automation,14,Alation Data Catalog,,6.605005003,6.723680878,9,,2,
All products,Automation,14,Amazon RedShift,,6.605005003,7.726699029,6,,2,
All products,Automation,14,AnalyticsCreator,,6.605005003,10,1,,2,
All products,Automation,14,Collibra Data Catalog,,6.605005003,8.042718447,3,,2,
All products,Automation,14,dataspot.,,6.605005003,n/a,n/a,,2,
All products,Automation,14,Exasol Database,,6.605005003,n/a,n/a,,2,
All products,Automation,14,Google BigQuery,,6.605005003,n/a,n/a,,2,
All products,Automation,14,Informatica EDC,,6.605005003,n/a,n/a,,2,
All products,Automation,14,MS Azure Data Factory,,6.605005003,7.031456311,8,,2,
All products,Automation,14,MS SQL Server,,6.605005003,4.587572816,16,,2,
All products,Automation,14,MS SSIS,,6.605005003,7.123389232,7,,2,
All products,Automation,14,Oracle Data Integrator,,6.605005003,n/a,n/a,,2,
All products,Automation,14,Oracle Database,,6.605005003,4.931142644,15,,2,
All products,Automation,14,SAP BW on HANA,,6.605005003,1.36838835,17,,2,
All products,Automation,14,SAP BW/4HANA,,6.605005003,5.875728155,12,,2,
All products,Automation,14,SAP HANA,,6.605005003,5.695145631,13,,2,
All products,Automation,14,Snowflake CDP,,6.605005003,n/a,n/a,,2,
All products,Automation,14,Synabi D-QUANTUM,,6.605005003,5.514563107,14,,2,
All products,Automation,14,TimeXtender,,6.605005003,8.042718447,3,,2,
All products,Technical Capability,15,Datavault Builder,,6.923045297,7.769059177,7,,1,
All products,Technical Capability,15,Alation Data Catalog,,6.923045297,6.875852795,12,,1,
All products,Technical Capability,15,Amazon RedShift,,6.923045297,7.3177452,8,,1,
All products,Technical Capability,15,AnalyticsCreator,,6.923045297,9.036827275,2,,1,
All products,Technical Capability,15,Collibra Data Catalog,,6.923045297,7.229077201,9,,1,
All products,Technical Capability,15,dataspot.,,6.923045297,n/a,n/a,,1,
All products,Technical Capability,15,Exasol Database,,6.923045297,n/a,n/a,,1,
All products,Technical Capability,15,Google BigQuery,,6.923045297,n/a,n/a,,1,
All products,Technical Capability,15,Informatica EDC,,6.923045297,7.818473933,6,,1,
All products,Technical Capability,15,MS Azure Data Factory,,6.923045297,5.905866533,14,,1,
All products,Technical Capability,15,MS SQL Server,,6.923045297,6.472838458,13,,1,
All products,Technical Capability,15,MS SSIS,,6.923045297,5.311853432,16,,1,
All products,Technical Capability,15,Oracle Data Integrator,,6.923045297,4.253657852,17,,1,
All products,Technical Capability,15,Oracle Database,,6.923045297,8.38543328,5,,1,
All products,Technical Capability,15,SAP BW on HANA,,6.923045297,1.425373134,18,,1,
All products,Technical Capability,15,SAP BW/4HANA,,6.923045297,5.351142105,15,,1,
All products,Technical Capability,15,SAP HANA,,6.923045297,n/a,n/a,,1,
All products,Technical Capability,15,Snowflake CDP,,6.923045297,n/a,n/a,,1,
All products,Technical Capability,15,Synabi D-QUANTUM,,6.923045297,7.141003737,10,,1,
All products,Technical Capability,15,TimeXtender,,6.923045297,9.290951638,1,,1,
All products,Connectivity,16,Datavault Builder,,7.44124966,8.584920226,5,,2,
All products,Connectivity,16,Alation Data Catalog,,7.44124966,6.798507463,13,,2,
All products,Connectivity,16,Amazon RedShift,,7.44124966,8.199160448,7,,2,
All products,Connectivity,16,AnalyticsCreator,,7.44124966,9.070534425,3,,2,
All products,Connectivity,16,Collibra Data Catalog,,7.44124966,7.380597015,11,,2,
All products,Connectivity,16,dataspot.,,7.44124966,n/a,n/a,,2,
All products,Connectivity,16,Exasol Database,,7.44124966,7.982758621,9,,2,
All products,Connectivity,16,Google BigQuery,,7.44124966,7.943909485,10,,2,
All products,Connectivity,16,Informatica EDC,,7.44124966,6.507462687,14,,2,
All products,Connectivity,16,MS Azure Data Factory,,7.44124966,9.126865672,2,,2,
All products,Connectivity,16,MS SQL Server,,7.44124966,7.380597015,12,,2,
All products,Connectivity,16,MS SSIS,,7.44124966,6.253972075,15,,2,
All products,Connectivity,16,Oracle Data Integrator,,7.44124966,5.743470149,17,,2,
All products,Connectivity,16,Oracle Database,,7.44124966,8.78887819,4,,2,
All products,Connectivity,16,SAP BW on HANA,,7.44124966,1.850746269,18,,2,
All products,Connectivity,16,SAP BW/4HANA,,7.44124966,5.925373134,16,,2,
All products,Connectivity,16,SAP HANA,,7.44124966,n/a,n/a,,2,
All products,Connectivity,16,Snowflake CDP,,7.44124966,n/a,n/a,,2,
All products,Connectivity,16,Synabi D-QUANTUM,,7.44124966,8.253731343,6,,2,
All products,Connectivity,16,TimeXtender,,7.44124966,10,1,,2,
All products,Functionality,17,Datavault Builder,,6.154996466,6.953198128,8,,2,
All products,Functionality,17,Alation Data Catalog,,6.154996466,6.953198128,8,,2,
All products,Functionality,17,Amazon RedShift,,6.154996466,6.436329953,10,,2,
All products,Functionality,17,AnalyticsCreator,,6.154996466,9.003120125,4,,2,
All products,Functionality,17,Collibra Data Catalog,,6.154996466,7.077557388,7,,2,
All products,Functionality,17,dataspot.,,6.154996466,n/a,n/a,,2,
All products,Functionality,17,Exasol Database,,6.154996466,10,1,,2,
All products,Functionality,17,Google BigQuery,,6.154996466,6.144862937,11,,2,
All products,Functionality,17,Informatica EDC,,6.154996466,9.129485179,3,,2,
All products,Functionality,17,MS Azure Data Factory,,6.154996466,2.684867395,18,,2,
All products,Functionality,17,MS SQL Server,,6.154996466,5.5650799,13,,2,
All products,Functionality,17,MS SSIS,,6.154996466,4.369734789,16,,2,
All products,Functionality,17,Oracle Data Integrator,,6.154996466,2.763845554,17,,2,
All products,Functionality,17,Oracle Database,,6.154996466,7.98198837,6,,2,
All products,Functionality,17,SAP BW on HANA,,6.154996466,1,20,,2,
All products,Functionality,17,SAP BW/4HANA,,6.154996466,4.776911076,15,,2,
All products,Functionality,17,SAP HANA,,6.154996466,2.600624025,19,,2,
All products,Functionality,17,Snowflake CDP,,6.154996466,5.212168487,14,,2,
All products,Functionality,17,Synabi D-QUANTUM,,6.154996466,6.028276131,12,,2,
All products,Functionality,17,TimeXtender,,6.154996466,8.581903276,5,,2,
Data Warehouse Technologies,Customer Satisfaction,1,Amazon RedShift,,5.617795295,7.48492929,3,,1,
Data Warehouse Technologies,Customer Satisfaction,1,Exasol Database,,5.617795295,9.30458678,1,,1,
Data Warehouse Technologies,Customer Satisfaction,1,Google BigQuery,,5.617795295,5.171448692,6,,1,
Data Warehouse Technologies,Customer Satisfaction,1,MS SQL Server,,5.617795295,5.643524262,5,,1,
Data Warehouse Technologies,Customer Satisfaction,1,Oracle Database,,5.617795295,2.382455008,9,,1,
Data Warehouse Technologies,Customer Satisfaction,1,SAP BW on HANA,,5.617795295,3.599805811,7,,1,
Data Warehouse Technologies,Customer Satisfaction,1,SAP BW/4HANA,,5.617795295,5.752299707,4,,1,
Data Warehouse Technologies,Customer Satisfaction,1,SAP HANA,,5.617795295,3.515663201,8,,1,
Data Warehouse Technologies,Customer Satisfaction,1,Snowflake CDP,,5.617795295,7.7054449,2,,1,
Data Warehouse Technologies,Price to Value,2,Amazon RedShift,,6.309329522,8.406756757,3,,2,
Data Warehouse Technologies,Price to Value,2,Exasol Database,,6.309329522,9.059459459,1,,2,
Data Warehouse Technologies,Price to Value,2,Google BigQuery,,6.309329522,8.102702703,4,,2,
Data Warehouse Technologies,Price to Value,2,MS SQL Server,,6.309329522,7.837006237,5,,2,
